,acc_open_past_24mths,addr_state,annual_income,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,debt_settlement_flag,debt_settlement_flag_date,deferral_term,delinq_2yrs,delinq_amnt,disbursement_method,dti,grade,hardship_amount,hardship_dpd,hardship_end_date,hardship_flag,hardship_last_payment_amount,hardship_length,hardship_loan_status,hardship_payoff_balance_amount,hardship_reason,hardship_start_date,hardship_status,hardship_type,home_ownership,inq_last_6mths,installment,interest_rate,loan_amount,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,mths_since_last_record,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,open_act_il,orig_projected_additional_accrued_interest,payment_plan_start_date,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,purpose,pymnt_plan,revol_bal,revol_bal_joint,revol_util,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_mths_since_last_major_derog,sec_app_num_rev_accts,sec_app_open_acc,sec_app_open_act_il,sec_app_revol_util,settlement_amount,settlement_date,settlement_percentage,settlement_status,settlement_term,tax_liens,term,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,verification_status
0,4.0,AZ,65000,47485.0,NaN,NaN,0.0,Y,2019-01-01,,0.0,0.0,CASH,16.89,C,999,0,1991-01-01,N,,0,Late (16-30 days),,NaN,1991-01-01,NaN,NaN,MORTGAGE,1.0,340.13,13.66,10000,94.0,24.0,27.0,4.0,1.0,0.0,0.0,NaN,NaN,1.0,NaN,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,NaN,,,100.0,NaN,0.0,0.0,debt_consolidation,n,4500,NaN,95.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1604.33,2018-12-01,40.0,COMPLETE,1.0,0.0,36,245105.0,8.0,48947.0,0.0,46320.0,Source Verified
